,PROD#,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15
1106,23007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,23009,1.0,0.0,0.0,2.0,11.0,3.0,8.0,2.0,0.0,6.0,2.0,3.0,1.0,5.0
1108,23045,20.0,1.0,0.0,18.0,16.0,18.0,28.0,16.0,2.0,18.0,16.0,20.0,11.0,20.0
1109,23049,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0
1110,23072,6.0,0.0,0.0,0.0,1.0,1.0,10.0,4.0,0.0,3.0,3.0,4.0,0.0,5.0
1111,23090,16.0,1.0,0.0,48.0,17.0,26.0,40.0,13.0,1.0,34.0,17.0,38.0,15.0,37.0
1112,23092,26.0,4.0,0.0,54.0,20.0,32.0,34.0,13.0,3.0,32.0,35.0,16.0,44.0,34.0
1113,23096,15.0,17.0,0.0,29.0,23.0,13.0,20.0,12.0,9.0,24.0,20.0,18.0,21.0,16.0
1114,23102,13.0,3.0,0.0,106.0,28.0,22.0,97.0,19.0,3.0,72.0,25.0,75.0,28.0,55.0
1115,23119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1116,23120,2.0,0.0,0.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,8.0,2.0
1117,23122,3.0,4.0,0.0,22.0,15.0,8.0,13.0,2.0,0.0,10.0,9.0,14.0,12.0,13.0
1118,23140,2.0,0.0,0.0,3.0,4.0,3.0,5.0,1.0,0.0,6.0,4.0,4.0,0.0,4.0
1119,23147,11.0,0.0,0.0,6.0,8.0,6.0,8.0,9.0,0.0,8.0,7.0,12.0,5.0,13.0
1120,23165,4.0,3.0,0.0,13.0,11.0,12.0,10.0,7.0,2.0,13.0,13.0,6.0,8.0,13.0
1121,23202,1.0,0.0,0.0,9.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,5.0,3.0,5.0
1122,23282,3.0,0.0,0.0,13.0,1.0,6.0,9.0,6.0,0.0,5.0,10.0,10.0,4.0,6.0
1123,23308,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1124,23318,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,23320,1.0,1.0,0.0,1.0,5.0,5.0,4.0,1.0,0.0,1.0,2.0,3.0,3.0,2.0
1126,23326,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,6.0,2.0,0.0,1.0,4.0
1127,23328,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
1128,23343,10.0,1.0,0.0,18.0,19.0,20.0,22.0,6.0,1.0,23.0,20.0,16.0,18.0,20.0
1129,24003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,24610,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,1.0
1131,26061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1132,26666,1.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,5.0,3.0,3.0,0.0,11.0
1133,27071,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0
1134,29014,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,29049,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1136,29122,0.0,0.0,0.0,2.0,1.0,4.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0
1137,29240,2.0,0.0,0.0,3.0,1.0,0.0,5.0,5.0,0.0,2.0,2.0,2.0,0.0,5.0
1138,29335,3.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0
1139,29339,10.0,0.0,0.0,28.0,27.0,11.0,22.0,14.0,1.0,37.0,10.0,18.0,8.0,30.0
1140,29416,5.0,0.0,0.0,6.0,3.0,4.0,5.0,5.0,0.0,7.0,2.0,2.0,2.0,2.0
1141,30723,6.0,0.0,13.0,54.0,17.0,34.0,30.0,2.0,0.0,34.0,37.0,18.0,41.0,33.0
1142,30725,34.0,15.0,0.0,96.0,68.0,79.0,74.0,7.0,0.0,97.0,73.0,48.0,60.0,69.0
1143,31045,7.0,2.0,0.0,10.0,11.0,10.0,12.0,3.0,0.0,11.0,14.0,10.0,7.0,11.0
1144,31073,2.0,1.0,0.0,2.0,5.0,0.0,7.0,1.0,0.0,1.0,3.0,4.0,2.0,4.0
1145,31081,15.0,0.0,0.0,28.0,19.0,21.0,20.0,13.0,0.0,10.0,10.0,23.0,5.0,34.0
1146,31095,17.0,5.0,3.0,50.0,35.0,33.0,39.0,13.0,1.0,22.0,46.0,30.0,28.0,39.0
1147,31196,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
1148,31214,5.0,0.0,0.0,8.0,7.0,3.0,4.0,5.0,0.0,4.0,2.0,8.0,5.0,2.0
1149,31230,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0
1150,31292,6.0,1.0,0.0,1.0,5.0,7.0,2.0,2.0,0.0,2.0,2.0,6.0,11.0,5.0
1151,31330,5.0,0.0,0.0,17.0,22.0,8.0,14.0,4.0,0.0,10.0,12.0,14.0,11.0,9.0
1152,31335,7.0,2.0,0.0,39.0,26.0,34.0,23.0,8.0,0.0,30.0,32.0,20.0,42.0,33.0
1153,31355,7.0,0.0,0.0,3.0,2.0,2.0,2.0,7.0,0.0,2.0,6.0,4.0,2.0,3.0
1154,31406,0.0,2.0,0.0,12.0,15.0,19.0,9.0,2.0,0.0,10.0,9.0,9.0,7.0,6.0
1155,31410,2.0,0.0,0.0,3.0,23.0,12.0,5.0,3.0,0.0,14.0,7.0,12.0,4.0,8.0
1156,31415,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1157,31441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1158,31445,10.0,0.0,0.0,55.0,26.0,21.0,19.0,9.0,0.0,35.0,15.0,31.0,36.0,27.0
1159,31451,16.0,1.0,0.0,30.0,35.0,27.0,24.0,13.0,0.0,14.0,23.0,37.0,39.0,21.0
1160,31458,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1161,31602,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1162,31845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,32003,129.0,11.0,0.0,146.0,144.0,125.0,134.0,142.0,7.0,152.0,105.0,116.0,109.0,127.0
1164,32020,63.0,10.0,0.0,120.0,124.0,71.0,139.0,39.0,3.0,131.0,69.0,127.0,65.0,167.0
1165,32025,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0
1166,32030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1167,32041,1.0,0.0,0.0,20.0,2.0,6.0,7.0,1.0,1.0,8.0,4.0,9.0,5.0,4.0
1168,32103,27.0,0.0,0.0,28.0,26.0,4.0,28.0,38.0,0.0,42.0,2.0,35.0,8.0,36.0
1169,33071,2.0,0.0,11.0,13.0,13.0,2.0,4.0,2.0,7.0,14.0,17.0,6.0,2.0,12.0
1170,33072,12.0,4.0,0.0,49.0,67.0,47.0,48.0,8.0,0.0,79.0,36.0,60.0,31.0,59.0
1171,33090,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1172,33092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1173,33140,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1174,33150,4.0,1.0,0.0,6.0,4.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,2.0,3.0
1175,33202,9.0,0.0,0.0,18.0,13.0,21.0,14.0,7.0,0.0,8.0,18.0,4.0,22.0,7.0
1176,33225,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1177,39145,5.0,0.0,0.0,9.0,5.0,3.0,2.0,10.0,0.0,9.0,4.0,8.0,3.0,7.0
1178,39264,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,39450,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0
1180,39698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1181,39701,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,39857,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0
1183,39999,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,40025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1185,41205,19.0,0.0,0.0,8.0,9.0,12.0,15.0,5.0,0.0,6.0,8.0,10.0,6.0,12.0
1186,41206,9.0,2.0,0.0,4.0,1.0,1.0,5.0,2.0,2.0,7.0,2.0,5.0,5.0,6.0
1187,41207,1.0,0.0,2.0,7.0,3.0,2.0,4.0,0.0,0.0,7.0,2.0,3.0,1.0,1.0
1188,41216,0.0,0.0,0.0,5.0,24.0,4.0,10.0,1.0,0.0,19.0,1.0,6.0,1.0,6.0
1189,41270,0.0,2.0,0.0,2.0,5.0,2.0,4.0,2.0,0.0,3.0,1.0,4.0,4.0,5.0
1190,41359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1191,41360,0.0,0.0,0.0,2.0,3.0,9.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,3.0
1192,41369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,41440,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
1194,41442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
1195,41445,4.0,0.0,0.0,15.0,6.0,9.0,14.0,5.0,0.0,23.0,11.0,14.0,16.0,16.0
1196,41451,5.0,0.0,0.0,30.0,26.0,18.0,33.0,6.0,0.0,30.0,21.0,25.0,13.0,25.0
1197,41474,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1198,41493,7.0,0.0,0.0,9.0,7.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,41555,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0
1200,41580,4.0,0.0,0.0,8.0,12.0,6.0,16.0,1.0,2.0,9.0,1.0,10.0,2.0,5.0
1201,41602,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
1202,41798,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,12.0,0.0,0.0,0.0
1203,41887,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
1204,41889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1205,42015,2.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0
1206,42046,18.0,2.0,0.0,28.0,38.0,19.0,25.0,13.0,1.0,34.0,17.0,35.0,18.0,38.0
1207,42215,37.0,7.0,0.0,43.0,32.0,19.0,43.0,25.0,5.0,39.0,26.0,37.0,26.0,36.0
1208,42235,10.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0
1209,43073,2.0,0.0,0.0,5.0,2.0,4.0,4.0,1.0,0.0,1.0,13.0,3.0,0.0,1.0
1210,43090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,43192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,43202,1.0,0.0,0.0,3.0,5.0,1.0,10.0,1.0,0.0,7.0,2.0,7.0,2.0,9.0
1213,43210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,43253,15.0,2.0,0.0,72.0,28.0,15.0,26.0,9.0,0.0,46.0,34.0,34.0,25.0,26.0
1215,43320,1.0,1.0,0.0,7.0,12.0,7.0,9.0,1.0,0.0,4.0,20.0,5.0,3.0,0.0
1216,44125,2.0,0.0,0.0,32.0,20.0,11.0,16.0,0.0,1.0,20.0,2.0,35.0,1.0,9.0
1217,44136,0.0,0.0,0.0,6.0,8.0,2.0,4.0,1.0,0.0,13.0,4.0,4.0,1.0,4.0
1218,49339,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1219,49343,4.0,0.0,0.0,2.0,5.0,2.0,6.0,3.0,0.0,4.0,3.0,8.0,2.0,7.0
1220,49347,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0
1221,50345,4.0,0.0,0.0,13.0,6.0,0.0,6.0,8.0,0.0,2.0,2.0,2.0,1.0,8.0
1222,50346,14.0,3.0,0.0,9.0,5.0,7.0,9.0,4.0,4.0,3.0,5.0,4.0,10.0,4.0
1223,50348,8.0,4.0,0.0,2.0,6.0,8.0,11.0,8.0,0.0,6.0,7.0,8.0,4.0,9.0
1224,51034,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1225,51070,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,5.0,2.0,0.0,1.0
1226,51072,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
1227,51073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1228,51216,0.0,0.0,0.0,4.0,15.0,0.0,2.0,0.0,0.0,3.0,7.0,3.0,0.0,3.0
1229,51219,1.0,0.0,0.0,15.0,1.0,4.0,0.0,1.0,0.0,0.0,14.0,5.0,3.0,2.0
1230,51290,0.0,0.0,0.0,19.0,16.0,13.0,17.0,0.0,0.0,35.0,14.0,21.0,7.0,26.0
1231,51374,6.0,3.0,0.0,7.0,5.0,9.0,6.0,9.0,2.0,6.0,3.0,3.0,6.0,13.0
1232,51386,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1233,51410,8.0,0.0,0.0,14.0,10.0,9.0,16.0,7.0,0.0,9.0,11.0,20.0,8.0,10.0
1234,51415,4.0,0.0,0.0,4.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0
1235,51440,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1236,51499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
1237,51602,0.0,0.0,0.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0
1238,52003,25.0,1.0,0.0,36.0,60.0,28.0,53.0,8.0,0.0,34.0,36.0,38.0,25.0,45.0
1239,52051,3.0,1.0,0.0,6.0,1.0,5.0,12.0,2.0,0.0,3.0,9.0,6.0,5.0,6.0
1240,52100,22.0,0.0,0.0,43.0,90.0,39.0,61.0,14.0,0.0,55.0,20.0,78.0,24.0,77.0
1241,52113,26.0,0.0,0.0,4.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
1242,52180,0.0,0.0,0.0,4.0,5.0,1.0,3.0,6.0,0.0,5.0,0.0,0.0,3.0,2.0
1243,52228,0.0,0.0,0.0,9.0,1.0,3.0,12.0,2.0,0.0,5.0,4.0,2.0,5.0,12.0
1244,53001,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,53010,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,53014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
1247,53054,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,53061,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,154.0,0.0,0.0,168.0
1249,53063,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
1250,53069,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0
1251,53070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0
1252,53085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
1253,53086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
1254,53099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
1255,53131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,30.0
1256,53136,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,102.0,0.0,0.0,101.0
1257,53147,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,53165,40.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,20.0,2.0,45.0
1259,53175,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
1260,53178,40.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,2.0,20.0,0.0,40.0
1261,53201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
1262,53205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1263,53217,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1264,53228,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
1265,53236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0
1266,53238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0
1267,53239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
1268,53280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
1269,53282,27.0,2.0,0.0,32.0,26.0,35.0,33.0,18.0,0.0,27.0,21.0,26.0,24.0,33.0
1270,53400,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,53401,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,53402,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0
1273,55000,17.0,0.0,0.0,0.0,25.0,0.0,2.0,12.0,0.0,1.0,0.0,26.0,0.0,1.0
1274,55005,19.0,0.0,0.0,0.0,8.0,0.0,2.0,15.0,0.0,1.0,0.0,18.0,0.0,1.0
1275,55105,7.0,0.0,0.0,3.0,7.0,4.0,7.0,3.0,0.0,8.0,2.0,9.0,5.0,4.0
1276,55111,1.0,0.0,0.0,25.0,8.0,9.0,8.0,2.0,0.0,12.0,26.0,11.0,10.0,9.0
1277,55551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,55556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
1279,55558,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,55575,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1281,55900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
1282,55902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
1283,55904,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
1284,55906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
1285,55907,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
1286,55908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0
1287,55909,0.0,0.0,323.0,0.0,350.0,0.0,0.0,0.0,350.0,0.0,350.0,0.0,0.0,0.0
1288,55910,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0,0.0,0.0
1289,55911,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1290,56502,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0
1291,57175,0.0,0.0,0.0,6.0,3.0,2.0,5.0,4.0,0.0,2.0,6.0,2.0,5.0,3.0
1292,59210,0.0,1.0,0.0,2.0,7.0,0.0,3.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0
1293,59225,6.0,3.0,0.0,10.0,18.0,2.0,5.0,7.0,0.0,14.0,18.0,5.0,7.0,15.0
1294,59339,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
1295,61000,4.0,1.0,0.0,11.0,6.0,6.0,13.0,1.0,0.0,10.0,2.0,8.0,6.0,12.0
1296,61205,1.0,0.0,0.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
1297,61207,0.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0,2.0,3.0,8.0,0.0,2.0
1298,61216,13.0,4.0,24.0,202.0,32.0,46.0,131.0,9.0,37.0,121.0,86.0,140.0,40.0,95.0
1299,61219,5.0,1.0,0.0,26.0,15.0,13.0,10.0,5.0,0.0,13.0,6.0,13.0,14.0,17.0
1300,61290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1301,61350,24.0,3.0,1.0,57.0,68.0,34.0,48.0,25.0,2.0,60.0,38.0,62.0,41.0,77.0
1302,61355,63.0,17.0,0.0,63.0,64.0,32.0,77.0,46.0,0.0,61.0,37.0,74.0,42.0,74.0
1303,61357,18.0,1.0,0.0,93.0,38.0,38.0,70.0,21.0,0.0,41.0,51.0,47.0,35.0,67.0
1304,61361,14.0,1.0,0.0,100.0,27.0,33.0,59.0,10.0,0.0,37.0,61.0,40.0,38.0,54.0
1305,61368,7.0,0.0,0.0,19.0,15.0,19.0,17.0,6.0,0.0,12.0,16.0,17.0,12.0,13.0
1306,61405,0.0,0.0,0.0,3.0,5.0,3.0,6.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0
1307,61418,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1308,61425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1309,61455,5.0,6.0,0.0,5.0,3.0,4.0,6.0,8.0,4.0,4.0,5.0,1.0,2.0,10.0
1310,62003,1.0,0.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
1311,62035,60.0,0.0,0.0,84.0,75.0,50.0,89.0,71.0,11.0,57.0,42.0,49.0,41.0,83.0
1312,62066,10.0,1.0,0.0,27.0,28.0,15.0,23.0,7.0,3.0,23.0,12.0,16.0,12.0,23.0
1313,62124,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
1314,63003,3.0,3.0,0.0,11.0,5.0,10.0,6.0,0.0,0.0,1.0,10.0,7.0,5.0,6.0
1315,63007,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0
1316,63008,0.0,0.0,0.0,27.0,16.0,3.0,16.0,1.0,0.0,27.0,9.0,18.0,3.0,17.0
1317,63009,21.0,7.0,0.0,16.0,18.0,19.0,11.0,10.0,0.0,10.0,21.0,12.0,6.0,14.0
1318,63017,0.0,0.0,0.0,3.0,5.0,4.0,10.0,2.0,0.0,5.0,9.0,6.0,11.0,6.0
1319,63045,27.0,1.0,2.0,33.0,12.0,37.0,21.0,19.0,0.0,27.0,10.0,35.0,10.0,33.0
1320,63073,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0
1321,63120,2.0,0.0,0.0,15.0,3.0,6.0,4.0,3.0,0.0,9.0,6.0,3.0,13.0,4.0
1322,63122,3.0,0.0,0.0,32.0,20.0,30.0,24.0,6.0,0.0,22.0,33.0,10.0,35.0,20.0
1323,63165,16.0,6.0,0.0,40.0,42.0,61.0,25.0,16.0,2.0,41.0,33.0,32.0,51.0,32.0
1324,63178,9.0,0.0,0.0,23.0,12.0,11.0,9.0,2.0,0.0,17.0,16.0,21.0,9.0,20.0
1325,63185,0.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0
1326,63326,2.0,0.0,0.0,5.0,5.0,2.0,3.0,2.0,3.0,5.0,2.0,16.0,1.0,6.0
1327,63328,0.0,0.0,0.0,7.0,4.0,6.0,1.0,2.0,0.0,3.0,11.0,6.0,8.0,2.0
1328,63406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0
1329,63407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,72.0,0.0,0.0,0.0
